time , step-size , {05340cf2-0421-4676-aca2-9b0c4f77146a}.controller.servoLeftVal , {05340cf2-0421-4676-aca2-9b0c4f77146a}.controller.servoRightVal , {09870916-25e8-4dd6-9f73-e77f5cad4edb}.sensor2.lf_1_sensor_reading , {94874951-8049-4bed-a719-067e97f77eb4}.body.robot_theta , {94874951-8049-4bed-a719-067e97f77eb4}.body.robot_x , {94874951-8049-4bed-a719-067e97f77eb4}.body.robot_y , {94874951-8049-4bed-a719-067e97f77eb4}.body.robot_z , {9737bfcb-3243-4f09-ac5c-9ac4872e3d94}.sensor1.lf_1_sensor_reading
0.0 , 0.0 , 0.0 , 0.0 , 1.0000000000000002 , 0.0 , 0.0 , 0.0 , 0.0 , 1.0000000000000002
0.005 , 0.005 , 0.4 , -0.4 , 143.00000000000003 , 0.0 , 0.138 , -0.08 , 0.0 , 143.00000000000003
0.01 , 0.005 , 0.4 , -0.4 , 143.00000000000003 , 0.0 , 0.138 , -0.07993492171395784 , 0.0 , 143.00000000000003
0.015 , 0.005 , 0.4 , -0.4 , 205.00000000000006 , 0.0 , 0.138 , -0.07982439961249295 , 0.0 , 205.00000000000006
0.02 , 0.005 , 0.4 , -0.4 , 205.00000000000006 , 0.0 , 0.138 , -0.07968932508453484 , 0.0 , 205.00000000000006
0.025 , 0.005 , 0.4 , -0.4 , 234.00000000000006 , 0.0 , 0.138 , -0.07953234044479737 , 0.0 , 234.00000000000006
0.030000000000000002 , 0.005 , 0.4 , -0.4 , 246.00000000000006 , 0.0 , 0.138 , -0.07935568212840079 , 0.0 , 1.0000000000000002
0.035 , 0.005 , 0.4 , -0.4 , 246.00000000000006 , 0.0 , 0.138 , -0.07916143805111484 , 0.0 , 1.0000000000000002
0.04 , 0.005 , 0.5 , -0.1 , 246.00000000000006 , 0.0 , 0.138 , -0.07895145110599333 , 0.0 , 1.0000000000000002
0.045 , 0.005 , 0.5 , -0.1 , 251.00000000000006 , -0.0010439831821207005 , 0.13801930953985087 , -0.07874364233113688 , 0.0 , 1.0000000000000002
0.049999999999999996 , 0.005 , 0.5 , -0.1 , 251.00000000000006 , -0.0030785658536517406 , 0.13805727499585874 , -0.07853463950799107 , 0.0 , 1.0000000000000002
0.05499999999999999 , 0.005 , 0.5 , -0.1 , 253.00000000000006 , -0.005462559804042646 , 0.13810217952728712 , -0.07832058813526797 , 0.0 , 1.0000000000000002
0.05999999999999999 , 0.005 , 0.5 , -0.1 , 253.00000000000006 , -0.008090181388115535 , 0.13815215025213204 , -0.07810205330309673 , 0.0 , 1.0000000000000002
0.06499999999999999 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.010907361500817326 , 0.13820625502573702 , -0.07787954713329498 , 0.0 , 1.0000000000000002
0.06999999999999999 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.013873494848818136 , 0.13826379903698488 , -0.07765352574303215 , 0.0 , 1.0000000000000002
0.075 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.016956772955422666 , 0.1383242403193233 , -0.07742439525545387 , 0.0 , 1.0000000000000002
0.08 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.020132187478458474 , 0.13838715433796608 , -0.07719251736717793 , 0.0 , 1.0000000000000002
0.085 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.023380070223152718 , 0.13845220831113664 , -0.07695821438161707 , 0.0 , 1.0000000000000002
0.09000000000000001 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.026684952262053575 , 0.13851914125397682 , -0.07672177369795376 , 0.0 , 1.0000000000000002
0.09500000000000001 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.030034667207654017 , 0.13858774837221685 , -0.07648345178549329 , 0.0 , 1.0000000000000002
0.10000000000000002 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.0334196460319777 , 0.1386578688495672 , -0.07624347768926103 , 0.0 , 1.0000000000000002
0.10500000000000002 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.03683236248605521 , 0.13872937628963533 , -0.07600205611739543 , 0.0 , 1.0000000000000002
0.11000000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.04026689694913248 , 0.13880217123509878 , -0.07575937015983251 , 0.0 , 0.0
0.11500000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.04371859341259281 , 0.1388761753127438 , -0.07551558368400886 , 0.0 , 0.0
0.12000000000000004 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.04718378970759721 , 0.13895132665123525 , -0.07527084344848892 , 0.0 , 0.0
0.12500000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.050659605334500826 , 0.1390275762952598 , -0.07502528097043772 , 0.0 , 0.0
0.13000000000000003 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.05414377459323917 , 0.13910488539970856 , -0.07477901417815051 , 0.0 , 1.0000000000000002
0.13500000000000004 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.057634515341143215 , 0.13918322303451997 , -0.07453214887561364 , 0.0 , 1.0000000000000002
0.14000000000000004 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.06113042577065706 , 0.1392625644675474 , -0.0742847800423571 , 0.0 , 1.0000000000000002
0.14500000000000005 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.06463040322408777 , 0.13934288982157975 , -0.07403699298865987 , 0.0 , 1.0000000000000002
0.15000000000000005 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.06813358034016416 , 0.13942418302416715 , -0.0737888643834354 , 0.0 , 1.0000000000000002
0.15500000000000005 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.07163927483193863 , 0.13950643098654456 , -0.07354046316979768 , 0.0 , 1.0000000000000002
0.16000000000000006 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.07514694998572445 , 0.13958962296176425 , -0.07329185138133547 , 0.0 , 1.0000000000000002
0.16500000000000006 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.07865618359217814 , 0.1396737500429745 , -0.07304308487044066 , 0.0 , 1.0000000000000002
0.17000000000000007 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.08216664350936215 , 0.1397588047712625 , -0.07279421395860693 , 0.0 , 1.0000000000000002
0.17500000000000007 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.08567806844196865 , 0.13984478082912463 , -0.07254528401739052 , 0.0 , 1.0000000000000002
0.18000000000000008 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.08919025282316156 , 0.13993167280083327 , -0.07229633598767436 , 0.0 , 1.0000000000000002
0.18500000000000008 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.09270303492324407 , 0.14001947598504694 , -0.07204740684397229 , 0.0 , 1.0000000000000002
0.19000000000000009 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.09621628749632609 , 0.14010818624820456 , -0.07179853000972546 , 0.0 , 1.0000000000000002
0.1950000000000001 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.09972991042322195 , 0.14019779990974618 , -0.07154973572886202 , 0.0 , 1.0000000000000002
0.2000000000000001 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.10324382492447583 , 0.1402883136521607 , -0.07130105139829783 , 0.0 , 1.0000000000000002
0.2050000000000001 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.1067579690083554 , 0.140379724450394 , -0.0710525018655342 , 0.0 , 1.0000000000000002
0.2100000000000001 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.11027229389023126 , 0.1404720295163497 , -0.07080410969505174 , 0.0 , 1.0000000000000002
0.2150000000000001 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.11378676117599475 , 0.14056522625515425 , -0.07055589540679619 , 0.0 , 1.0000000000000002
0.2200000000000001 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.11730134064645667 , 0.1406593122305896 , -0.07030787768969642 , 0.0 , 3.000000000000001
0.22500000000000012 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.12081600851445465 , 0.14075428513767152 , -0.07006007359283888 , 0.0 , 3.000000000000001
0.23000000000000012 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.12433074605378323 , 0.14085014278079797 , -0.06981249869664279 , 0.0 , 7.000000000000002
0.23500000000000013 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.12784553852060557 , 0.1409468830562425 , -0.06956516726613121 , 0.0 , 7.000000000000002
0.24000000000000013 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.1313603743049225 , 0.14104450393803927 , -0.06931809238817307 , 0.0 , 12.000000000000004
0.24500000000000013 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.13487524426301412 , 0.14114300346651903 , -0.06907128609437131 , 0.0 , 12.000000000000004
0.2500000000000001 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.13839014119223375 , 0.14124237973892131 , -0.06882475947109835 , 0.0 , 16.000000000000004
0.2550000000000001 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.1419050594177847 , 0.14134263090163604 , -0.0685785227580219 , 0.0 , 16.000000000000004
0.2600000000000001 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.1454206974560316 , 0.14144377545578352 , -0.06833253627940085 , 0.0 , 20.000000000000004
0.2650000000000001 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.14893564580725577 , 0.14154577117762054 , -0.0680869072132357 , 0.0 , 20.000000000000004
0.27000000000000013 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.15245060467742558 , 0.14164863646361353 , -0.06784159453460877 , 0.0 , 27.000000000000007
0.27500000000000013 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.155965571874166 , 0.14175236960116444 , -0.06759660589085133 , 0.0 , 27.000000000000007
0.28000000000000014 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.1594805456675358 , 0.14185696890274038 , -0.06735194844052655 , 0.0 , 35.00000000000001
0.28500000000000014 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.1629955246919051 , 0.1419624327028086 , -0.06710762890417638 , 0.0 , 35.00000000000001
0.29000000000000015 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.16651050786869762 , 0.1420687593551184 , -0.06686365360975205 , 0.0 , 43.00000000000001
0.29500000000000015 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.1700254943455885 , 0.14217594723027163 , -0.06662002853328214 , 0.0 , 43.00000000000001
0.30000000000000016 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.17354048344862652 , 0.14228399471353492 , -0.06637675933527813 , 0.0 , 52.000000000000014
0.30500000000000016 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.17705547464452576 , 0.14239290020285786 , -0.06613385139332101 , 0.0 , 52.000000000000014
0.31000000000000016 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.18057046751097827 , 0.14250266210706866 , -0.06589130983123014 , 0.0 , 60.000000000000014
0.31500000000000017 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.1840854617132616 , 0.1426132788442237 , -0.06564913954517038 , 0.0 , 60.000000000000014
0.3200000000000002 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.18760045698581174 , 0.14272474884009337 , -0.06540734522701899 , 0.0 , 72.00000000000001
0.3250000000000002 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.1911154531177009 , 0.14283707052676897 , -0.0651659313852786 , 0.0 , 72.00000000000001
0.3300000000000002 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.19463044994119041 , 0.14295024234137843 , -0.06492490236379284 , 0.0 , 85.00000000000001
0.3350000000000002 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.19814544732270084 , 0.14306426272490058 , -0.06468426235849534 , 0.0 , 85.00000000000001
0.3400000000000002 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.20166044515569487 , 0.14317913012106961 , -0.06444401543239771 , 0.0 , 99.00000000000003
0.3450000000000002 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.20517544335505833 , 0.14329484297536177 , -0.06420416552900095 , 0.0 , 99.00000000000003
0.3500000000000002 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.20869044185266805 , 0.14341139973405836 , -0.06396471648429561 , 0.0 , 113.00000000000003
0.3550000000000002 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.21220544059388374 , 0.1435287988433791 , -0.06372567203749868 , 0.0 , 113.00000000000003
0.3600000000000002 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2157204395347841 , 0.14364703874868065 , -0.06348703584065941 , 0.0 , 126.00000000000003
0.3650000000000002 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2192354386399762 , 0.14376611789371557 , -0.06324881146725267 , 0.0 , 126.00000000000003
0.3700000000000002 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.22275043788086554 , 0.14388603471994837 , -0.06301100241986612 , 0.0 , 136.00000000000003
0.3750000000000002 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2262654372342815 , 0.14400678766592317 , -0.06277361213707673 , 0.0 , 136.00000000000003
0.3800000000000002 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.2297804366813927 , 0.144128375166681 , -0.0625366439996004 , 0.0 , 147.00000000000003
0.38500000000000023 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.2332954362068436 , 0.14425079565322238 , -0.062300101335792224 , 0.0 , 147.00000000000003
0.39000000000000024 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2368104357980705 , 0.1443740475520123 , -0.062063987426565104 , 0.0 , 160.00000000000003
0.39500000000000024 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2403254354447549 , 0.14449812928452502 , -0.061828305509787615 , 0.0 , 160.00000000000003
0.40000000000000024 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.24384043513839102 , 0.14462303926682518 , -0.061593058784215476 , 0.0 , 171.00000000000003
0.40500000000000025 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2473554348719398 , 0.14474877590918367 , -0.06135825041300755 , 0.0 , 171.00000000000003
0.41000000000000025 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2508704346395524 , 0.14487533761572477 , -0.061123883526866166 , 0.0 , 180.00000000000003
0.41500000000000026 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2543854344363475 , 0.14500272278410337 , -0.060889961226845424 , 0.0 , 180.00000000000003
0.42000000000000026 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2579004342582367 , 0.14513092980520892 , -0.06065648658685971 , 0.0 , 189.00000000000003
0.42500000000000027 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.26141543410177887 , 0.14525995706289554 , -0.06042346265592498 , 0.0 , 189.00000000000003
0.43000000000000027 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2649304339640668 , 0.14538980293373505 , -0.060190892460160156 , 0.0 , 197.00000000000006
0.4350000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.26844543384263464 , 0.145520465786792 , -0.059958779004574844 , 0.0 , 197.00000000000006
0.4400000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.27196043373538237 , 0.1456519439834192 , -0.0597271252746651 , 0.0 , 206.00000000000006
0.4450000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2754754336405124 , 0.14578423587707123 , -0.05949593423783743 , 0.0 , 206.00000000000006
0.4500000000000003 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.2789904335564841 , 0.14591733981313568 , -0.05926520884467938 , 0.0 , 213.00000000000006
0.4550000000000003 , 0.005 , 0.5 , -0.1 , 255.00000000000006 , -0.28250543348196855 , 0.14605125412878017 , -0.059034952030093034 , 0.0 , 213.00000000000006
0.4600000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2860204334158188 , 0.1461859771528139 , -0.05880516671430505 , 0.0 , 219.00000000000006
0.4650000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2895354333570383 , 0.14632150720556267 , -0.05857585580376735 , 0.0 , 219.00000000000006
0.4700000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.2930504333047623 , 0.1464578425987566 , -0.05834702219195879 , 0.0 , 226.00000000000006
0.4750000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.29656543325823626 , 0.14659498163542914 , -0.058118668760098795 , 0.0 , 226.00000000000006
0.4800000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.3000804332167971 , 0.14673292260982648 , -0.05789079837778295 , 0.0 , 231.00000000000006
0.4850000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.3035954331798682 , 0.1468716638073271 , -0.057663413903547345 , 0.0 , 231.00000000000006
0.4900000000000003 , 0.005 , 0.5 , -0.1 , 254.00000000000006 , -0.30711043314694275 , 0.14701120350436925 , -0.05743651818537 , 0.0 , 237.00000000000006
